,Name,State
2422,Hotel Valencia Santana Row,California
2423,Hotel Villa Portofino,California
2424,Hotel Vitale,California
2425,Hotel Whitcomb,California
2426,House at 1654 Doheny Drive,California
2427,House at 9137 Cordell Drive,California
2428,House of Blues Sunset Strip,California
2429,House of Hospitality,California
2430,House of Ukraine - International Cottages of the House of Pacific Relations,California
2431,Howland Hill Road,California
2432,HP Pavilion,California
2433,"HP Pavilion at San Jose San Jose, California",California
2434,Huddart Park/Skyline Loop,California
2435,Humboldt Bay,California
2436,Humboldt Bay Maritime Museum,California
2437,Humboldt Lagoons State Park,California
2438,Hume Lake - Sequoia and Kings Canyon National Park,California
2439,Humphreys Half Moon Inn & Suites,California
2440,Huntington Central Park,California
2441,"Huntington Dog Beach, Huntington Beach, California",California
2442,"Huntington Library, Art Collections and Botanical Gardens",California
2443,Hyatt at Fisherman's Wharf,California
2444,Hyatt Grand Champions Resort and Spa,California
2445,Hyatt Regency Century Plaza Los Angeles at Beverly Hills,California
2446,Hyatt Regency Huntington Beach Resort and Spa,California
2447,Hyatt Regency Irvine,California
2448,Hyatt Regency La Jolla,California
2449,Hyatt Regency Long Beach,California
2450,Hyatt Regency Mission Bay,California
2451,Hyatt Regency Monterey Hotel and Spa,California
2452,Hyatt Regency Newport Beach,California
2453,Hyatt Regency Orange County,California
2454,Hyatt Regency Sacramento,California
2455,Hyatt Regency San Francisco,California
2456,Hyatt Regency San Francisco Airport,California
2457,Hyatt Regency Santa Clara,California
2458,Hyatt Summerfield Suites El Segundo,California
2459,Hyatt Vineyard Creek & Spa,California
2460,Hyde Street Pier Historic Waterfront,California
2461,Ice Castle International Training Center,California
2462,Ice House Comedy Nightclub,California
2463,Iceoplex Fremont,California
2464,iFLY Hollywood Indoor Skydiving,California
2465,Imagery Estate Winery and Art Gallery,California
2466,Imperial Sand Dunes,California
2467,Indian Canyons,California
2468,Indian Grinding Rock State Historic Park,California
2469,Indian Springs,California
2470,Indian Wells Tennis Garden,California
2471,Inez Grant Parker Memorial Rose Garden,California
2472,Infineon Raceway,California
2473,Inn at Avila Beach,California
2474,Inn at Churon Winery,California
2475,Inn at East Beach,California
2476,Inn at Laguna Beach,California
2477,Inn at Sonoma - A Four Sisters Inn,California
2478,Inn at the Tides,California
2479,Inn at Venice Beach,California
2480,Inn of the Spanish Garden,California
2481,Inn on the Alameda,California
2482,Inspiration Point Vista,California
2483,Integratron,California
2484,Intel Corp and Museum,California
2485,Interact Theater Company,California
2486,InterContinental Los Angeles Century City,California
2487,InterContinental Mark Hopkins,California
2488,InterContinental San Francisco,California
2489,InterContinental The Clement Monterey,California
2490,International Chess Park,California
2491,International Children's Art Museum World Trade Center,California
2492,International City Theatre,California
2493,International Surfing Museum,California
2494,Ira F. Brilliant Center for Beethoven Studies,California
2495,Iris and B. Gerald Cantor Center for Visual Arts,California
2496,Irish Vineyards Winery,California
2497,Iron Horse Trail,California
2498,Ironstone Vineyards,California
2499,Irvine Park Railroad,California
2500,Irvine Regional Park,California
2501,Irvine Spectrum Center,California
2502,Isenberg Crane Reserve,California
2503,Islay Creek Trail,California
2504,Ivan Kane's Forty Deuce,California
2505,J Vineyards & Winery,California
2506,J. Lohr Winery,California
2507,Jack London Square,California
2508,Jack London Stadium 9,California
2509,Jack London State Historic Park,California
2510,Jack London's Cabin,California
2511,Jacks Peak County Park,California
2512,Jade Cove,California
2513,Jalama Beach County Park,California
2514,James Irvine Japanese Garden,California
2515,Jamestown Gold Prospecting,California
2516,Jan Baum Gallery,California
2517,Janes House,California
2518,Japan Center,California
2519,Japanese American National Museum,California
2520,Japanese American Resource Center/Museum,California
2521,Japanese Friendship Garden,California
2522,Japanese Friendship Garden,California
2523,Japanese Tea Garden,California
2524,Japantown,California
2525,Japantown,California
2526,Japantown Farmers' Market,California
2527,Jazz at Pearl's,California
2528,Jefferson Airplane House,California
2529,Jelly Belly Factory Tour,California
2530,Jessie's Grove Winery,California
2531,Jesusita Trail,California
2532,Jet Propulsion Laboratory,California
2533,Jim Russell Racing Drivers School,California
2534,Jimtown Store Healdsburg,California
2535,John Muir National Historic Site,California
2536,John Thurman Field,California
2537,John Wayne Airport,California
2538,Johnny Lang Grave,California
2539,Johnson House,California
2540,Jon Lovitz Comedy Club,California
2541,Joseph Phelps Vineyards,California
2542,Josephine Saddle,California
2543,Juan Bautista de Anza National Historic Trail,California
2544,Jughandle State Reserve,California
2545,Julian Pioneer Museum,California
2546,Julian Trading Post and Orchard,California
2547,June Mountain,California
2548,Juniper Lake,California
2549,Juniper Springs Resort,California
2550,Junipero Serra Museum,California
2551,Jurassic,California
2552,Jurassic Park: The Ride,California
2553,JUSTIN Vineyards and Winery,California
2554,JW Marriott San Francisco Union Square,California
2555,Kabuki Springs and Spa,California
2556,Kalyra Winery,California
2557,Kamikaze,California
2558,Karpeles Manuscript Library,California
2559,Kate Sessions Memorial Park,California
2560,Kathy's Freak Farm,California
2561,Kayak Connection,California
2562,Keane Wonder Mine,California
2563,Keane Wonder Mine,California
2564,Kearney Mansion Museum,California
2565,Kelley House Museum,California
2566,Kelley Park,California
2567,Kellogg House,California
2568,Kelso Dunes Wilderness,California
2569,Kennedy Gold Mine,California
2570,Kennedy Tailing Wheels Park,California
2571,"Kenner Ranch Riding, Discovery and Development Center",California
2572,Kenneth Cole,California
2573,Keys View,California
2574,Keystone Mine,California
2575,Kezar Stadium,California
2576,Kickers,California
2577,Kidspace Children's Museum,California
2578,KidZone Museum,California
2579,Kimball's East,California
2580,Kings Beach State Recreation Area,California
2581,Kings Canyon,California
2582,Kings Creek Falls,California
2583,Kite Hill Open Space,California
2584,Kiva Retreat House,California
2585,Klamath National Forest,California
2586,Klamath River,California
2587,Knott's Berry Farm,California
2588,Knott's Soak City USA,California
2589,Knotts Soak City - Palm Springs,California
2590,Kodak Theatre,California
2591,Kodak Theatre at Hollywood and Highland,California
2592,Kong Chow Temple,California
2593,Konko Church of San Francisco,California
2594,Korbel Champagne Cellars,California
2595,Korean Bell of Friendship,California
2596,Koreatown,California
2597,Krishnamurti Education Center,California
2598,Kroc Center Ice,California
2599,"Kyoto Grand Hotel and Gardens - Los Angeles, California Japanese-themed Hotel in Downtown L.A",California
2600,L'Auberge Del mar,California
2601,L'Ermitage Beverly Hills,California
2602,L.A. Harbor Sportfishing,California
2603,L.H. Selman Ltd. Glass Gallery,California
2604,La Avenida Inn,California
2605,La Bellasera Hotel and Suites,California
2606,La Brea Avenue,California
2607,La Costa Resort and Spa,California
2608,LA Fashion District,California
2609,La Habra Children's Museum,California
2610,La Jolla Caves,California
2611,La Jolla Cove Suites,California
2612,"La Jolla Cove, CA",California
2613,La Jolla Music Society,California
2614,La Jolla Playhouse,California
2615,La Jolla Recreation Center,California
2616,La Jolla Shores,California
2617,"La Jolla Shores Hotel, CA",California
2618,"La Mirada, Monterey",California
2619,La Piedra Beach,California
2620,La Playa Hotel,California
2621,La Purisima Golf Course,California
2622,La Purisima State Historical Park,California
2623,La Quinta Resort & Club,California
2624,La Raza Galeria Posada,California
2625,"La Rivage Hotel in Sacramento, California Offers Luxury on the River",California
2626,La Valencia Hotel,California
2627,Labyrinth of Cultures,California
2628,"Lachryma Montis, Sonoma",California
2629,Lafayette Park,California
2630,Lafayette Park Hotel & Spa,California
2631,Lafayette Square Park,California
2632,Lagoon Creek,California
2633,Lagoon Valley/Pena Adobe Regional Park,California
2634,Laguna Art Museum,California
2635,Laguna Beach,California
2636,Laguna Canyon Winery,California
2637,Laguna Cliffs Inn,California
2638,Laguna Cliffs Marriott Resort and Spa,California
2639,Laguna Culinary Arts Academy,California
2640,Laguna de Santa Rosa,California
2641,Laguna Niguel Regional Park,California
2642,Laguna Playhouse,California
2643,LaJollaCooks4U,California
2644,Lake Almanor,California
2645,Lake Arrowhead Resort,California
2646,Lake Avenue,California
2647,Lake Cachuma,California
2648,Lake Cunningham Park,California
2649,Lake Cuyamaca,California
2650,Lake Elsinore,California
2651,Lake Forest Beach,California
2652,Lake Gregory Regional Park,California
2653,Lake Hemet,California
2654,Lake Henshaw Resort,California
2655,Lake Mendocino,California
2656,Lake Merced,California
2657,Lake Merritt,California
2658,Lake Natoma,California
2659,Lake Oroville State Recreation Area,California
2660,Lake Perris,California
2661,Lake Piru,California
2662,"Lake San Antonio, Monterey",California
2663,Lake Sonoma,California
2664,Lake Tahoe Boat Rides,California
2665,Lake Tahoe Vacation Resort,California
2666,Lakes Basin,California
2667,Lakeshore Lodge and Spa,California
2668,Lakeside Park and Garden Center,California
2669,Lakeview Cross Country,California
2670,Lamb's Players Theatre,California
2671,Lambert Bridge Winery,California
2672,Lancaster Estate Winery,California
2673,Land Park Lanes,California
2674,Land's End,California
2675,Lanfair Valley,California
2676,Lankershim Art Gallery,California
2677,Larchmont Village,California
2678,Larkin House,California
2679,Larkspur Hotel - Mill Valley,California
2680,Larkspur Hotel Union Square,California
2681,Larsen's Apples,California
2682,Las Palmas,California
2683,Las Tunas State Beach,California
2684,Laserium,California
2685,Laugh Factory,California
2686,"Laurel Inn, a Joie de Vivre hotel",California
2687,Lava Beds National Monument California,California
2688,Lawrence Hall of Science,California
2689,Lawrence Hall of Science,California
2690,Lazy Creek Vineyards,California
2691,Le Meridien San Francisco,California
2692,Le Merigot,California
2693,Le Montrose Suite,California
2694,Le Parc Suites Hotel,California
2695,LeConte Memorial Lodge,California
2696,Ledson Hotel & Harmony Lounge,California
2697,Ledson Winery & Vineyard,California
2698,Leeway Sailing Center,California
2699,Legion of Honor,California
2700,Legoland California,California
2701,Leimert Park Village,California
2702,Leland Stanford Junior University Museum of Art,California
2703,Leland Stanford Mansion State Historic Park,California
2704,Lemon Hill,California
2705,Lemos Farm,California
2706,Leo Carrillo State Park and Beach,California
2707,Leonesse Cellars,California
2708,Li Po Cocktail Lounge,California
2709,Libby's Cannery,California
2710,Liberace Home,California
2711,Lighthouse Lodge & Suites,California
2712,Lincoln Park,California
2713,Lincoln Park Golf Course,California
2714,Lindsay Wildlife Museum,California
2715,Lippincott Mine Road,California
2716,Lippincott Mine Road,California
2717,Lips,California
2718,Little Manila,California
2719,Little Petroglyph Canyon,California
2720,Little River Inn,California
2721,Little Saigon,California
2722,Little Tokyo in Los Angeles,California
2723,Living Desert Zoo & Gardens,California
2724,Living Desert Zoo and Gardens,California
2725,Living Memorial Sculpture Garden,California
2726,Lobero Theatre,California
2727,Locals Tasting Room,California
2728,Loch Leven Lakes Trail,California
2729,Lodi Wine & Visitor Center,California
2730,Loew's State Theatre,California
2731,Loews Coronado Bay Resort,California
2732,Loews Santa Monica Beach Hotel,California
2733,Lombard Street,California
2734,Lone Pine Creek,California
2735,Lone Star Saloon,California
2736,Long Beach Convention & Entertainment Center,California
2737,Long Beach East Village Arts District,California
2738,Long Beach Museum of Art,California
2739,Long Beach Playhouse,California
2740,Long Beach Sportfishing,California
2741,Long Beach Waterfront,California
